"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","spi","DE"
"SL1344_3367",0.120458383034707,4.85642530610728,0.229562205665664,0.644796780190124,0.704216027782328,"yrdB","-","Unchanged"
"SL1344_1284",0.178890080778295,4.45426643755734,0.22193606199717,0.650270856295016,0.71001479981187,"ydiD","-","Unchanged"
"SL1344_0794",-0.0653144993664814,6.31061665514799,0.221616850627522,0.650502524272146,0.710088028772783,"STM0818",NA,"Unchanged"
"SL1344_1317",-0.114836635331194,3.59781407058488,0.221064083948613,0.65090418614725,0.710187624795624,"ttrA","-","Unchanged"
"SL1344_2890",-0.175242453140555,2.97072984021958,0.221038198562157,0.650923010765391,0.710187624795624,"STM2911",NA,"Unchanged"
"SL1344_2424",0.214925022000059,2.80351380125064,0.219336414926818,0.652163613125558,0.711361271055286,"eutG","-","Unchanged"
"STnc750",0.11312023457894,4.75133530646856,0.218033276149848,0.653117644975978,0.712221820128,"STnc750",NA,"Unchanged"
"SL1344_1089",-0.16330644731135,3.2371297178312,0.217435371189684,0.653556555544428,0.712520338796731,"yceK","-","Unchanged"
"SL1344_0728",-0.0904841949182642,6.04148378294931,0.215360693159677,0.655085356082059,0.714006626108642,"tolR","-","Unchanged"
"SL1344_1230",-0.0711862365958155,6.83812606753957,0.213020651882175,0.656820661818439,0.715717184916582,"sppA","-","Unchanged"
"SL1344_2921",-0.214655201334342,3.99548532929514,0.209277414446741,0.65983684297591,0.718822257726787,"STM2942",NA,"Unchanged"
"SL1344_2058",-0.0709720623956111,8.72085923319907,0.207756666988454,0.660767686758786,0.719654582347237,"gnd","-","Unchanged"
"SL1344_2558",-0.0945479814936433,5.30540942552934,0.205176891323281,0.662724504141081,0.721603612030445,"STM2594",NA,"Unchanged"
"SLP1_0096",-0.143577908664665,4.51837920321315,0.204776671294255,0.663029428894854,0.721753458554731,"rcK","-","Unchanged"
"SL1344_2426",-0.169878844736305,3.38180493285387,0.203778730112753,0.66379134585907,0.722400571653892,"eutE","-","Unchanged"
"SL1344_3748",-0.107283007585089,5.59115418495827,0.202908846266436,0.664457357119461,0.722943010999585,"STM3782",NA,"Unchanged"
"SL1344_1870",-0.142676458601425,4.32374798565741,0.200994422026785,0.665929274280718,0.72436179759128,"tyrP","-","Unchanged"
"SL1344_0263",0.226818775502771,2.21237172812276,0.200009795470601,0.666689645406777,0.725006082753929,"sciD","SPI-6","Unchanged"
"SL1344_0552",0.0903746120102794,4.51992712444528,0.199377204534083,0.667179364689513,0.725355791146814,"ykgC","-","Unchanged"
"STnc1030",-0.234350997149747,2.59674020015085,0.197707193176929,0.668476767502141,0.7265832136569,"STnc1030",NA,"Unchanged"
"SL1344_3095",0.119583410906898,4.23913764473225,0.196331872377216,0.669550247999937,0.727566692662903,"STM3121",NA,"Unchanged"
"SL1344_4135",0.172424599629805,4.2640435822646,0.195227887420334,0.670415254729769,0.728323195392653,"STM4200",NA,"Unchanged"
"SL1344_4038",-0.10512995937668,8.83986987682975,0.194878664893895,0.670689499879403,0.728437689446058,"menG","-","Unchanged"
"SL1344_4108",0.0634736634355053,7.00512623556974,0.194353485902735,0.67110248626932,0.728558191539174,"yjaG","-","Unchanged"
"SL1344_0751",0.119274695166504,7.25126674245282,0.194308946592646,0.671138213531914,0.728558191539174,"galK","-","Unchanged"
"SL1344_3283",-0.0670847701939495,6.62115484347869,0.193556577602136,0.67173044849829,0.729017649011729,"yrbD","-","Unchanged"
"SL1344_4174",-0.115607229697489,9.21832224191366,0.190677945399133,0.674011949720215,0.731309746250757,"lexA",NA,"Unchanged"
"SL1344_0063",0.184433163370133,2.13694380135158,0.273749063838455,0.67454486732479,0.731703937047811,"citX2","-","Unchanged"
"SL1344_3888",-0.0811483490217524,5.79753974152825,0.189785477464603,0.674723516992548,0.731713738638977,"rffM","-","Unchanged"
"MicC",0.256415583450899,4.17524234006653,0.188844422368965,0.675679645663159,0.732566471824797,"MicC","-","Unchanged"
"SL1344_0215",0.0741220898219904,6.86010291613302,0.188112312677632,0.676063004348973,0.732797939889817,"glnD","-","Unchanged"
"SL1344_1976",0.124004898609253,4.88737131970499,0.187844118249619,0.67627838106301,0.732847258454113,"SL1344_1976","-","Unchanged"
"SL1344_4346",0.145287512483092,2.69358206140427,0.186447568110091,0.677402905496014,0.733846944402241,"STM4413",NA,"Unchanged"
"SL1344_4104",0.085908264390481,6.27787058742782,0.186276355977921,0.677541117189181,0.733846944402241,"rsd","-","Unchanged"
"SL1344_3223",0.164427815860498,4.53389862692408,0.185239604075088,0.67850410140927,0.734705495351303,"garD","-","Unchanged"
"SL1344_2801",-0.138603888504463,3.62158091460871,0.184255182328221,0.679178532007028,0.735121246487112,"STM2816",NA,"Unchanged"
"SL1344_3633",-0.162557358342408,2.10226080072621,0.215915611091413,0.679228856860831,0.735121246487112,"yiaK","-","Unchanged"
"SL1344_1820",-0.0614035507934304,7.76582002319674,0.183381335516058,0.679889807917532,0.73565202692657,"zwf","-","Unchanged"
"SL1344_0052",0.0935146606055151,6.20034435215655,0.182001102091915,0.681017422695377,0.736519117780414,"rihC","-","Unchanged"
"SL1344_3966",-0.206628027845202,2.323701734312,0.181875705295458,0.681120122682928,0.736519117780414,"yihR","-","Unchanged"
"SL1344_1056",0.139459010232787,7.9085685420793,0.18181306423354,0.681370803026483,0.736519117780414,"agp","-","Unchanged"
"SL1344_0265",0.134672901408663,2.74022751515757,0.181511835828485,0.681418372561726,0.736519117780414,"sciF","SPI-6","Unchanged"
"SL1344_3931",0.130677267004073,5.89466036992709,0.181507664765953,0.681544811817202,0.736519117780414,"rfaH","-","Unchanged"
"SL1344_3923",-0.0663582781820779,6.72931254158864,0.180859136244623,0.681954265429057,0.736777035076622,"yigN","-","Unchanged"
"SL1344_4330",-0.0846768889255449,6.73462711328751,0.180287686052676,0.682424402099881,0.736988303315313,"fklB","-","Unchanged"
"SL1344_0344",0.225454427968242,3.28325448852536,0.180355087460257,0.682491486264412,0.736988303315313,"STM0349",NA,"Unchanged"
"SL1344_0443",0.0736609780766401,10.3410602418464,0.179757039633279,0.682861769491665,0.737008132080763,"clpX","-","Unchanged"
"SL1344_3505",-0.0719040394549112,8.7107223630493,0.179726216465246,0.682887198201578,0.737008132080763,"glgB","-","Unchanged"
"SL1344_3835",-0.144134176364227,9.65797960089317,0.179802533699722,0.683022371826354,0.737008132080763,"atpH",NA,"Unchanged"
"SL1344_4274",0.102900991424544,4.64986464867709,0.178104341777424,0.68422892430394,0.738017137372033,"ecnR","-","Unchanged"
"SL1344_1055",0.21598390472937,2.94632150690927,0.178019132048502,0.684299617405686,0.738017137372033,"scsD","-","Unchanged"
"SLP1_0036",0.0744691057438977,5.05695098104882,0.177327423788405,0.684874234059799,0.7384522483714,"finP",NA,"Unchanged"
"SL1344_3887",-0.0906495772564928,6.60967344969621,0.175762188668418,0.686179470972318,0.739674722082604,"rffT","-","Unchanged"
"SL1344_3878",-0.0589847327198516,8.42723398383778,0.17530010508542,0.686566124591284,0.739906635395154,"wzzE","-","Unchanged"
"SL1344_4292",-0.0588060009064601,7.52141585735819,0.174076472805406,0.687592958004424,0.740828177030741,"amiB","-","Unchanged"
"SL1344_1365",-0.101790648790703,8.66877493281717,0.172562385848353,0.688869503073996,0.742018236269967,"ydhD","-","Unchanged"
"SL1344_3460",0.0620608817471344,7.31916778134135,0.171987268722894,0.689356138087876,0.742357059338767,"mrcA","-","Unchanged"
"SL1344_0644",0.190993695605862,3.20275641647268,0.171404725399539,0.689850044502646,0.742703541797957,"ybeS","-","Unchanged"
"SL1344_2918",0.0942187823632198,4.28340159403451,0.170545828559268,0.690580079383626,0.74330400760004,"ygcH","-","Unchanged"
"STnc4120",-0.112710122551338,4.00721444470159,0.169919876922808,0.691113495231058,0.743533651922014,"STnc4120","-","Unchanged"
"SL1344_0690",-0.0736915347077625,5.63081082798214,0.169890987619778,0.691138141911747,0.743533651922014,"phrB","-","Unchanged"
"SL1344_0929",0.0633663505872613,7.01871801410966,0.16843833680206,0.692380680610508,0.744684681165228,"mukF",NA,"Unchanged"
"SL1344_2296",0.124429385737668,8.09283049902324,0.168302713717105,0.692614967349177,0.744750989318133,"nuoB","-","Unchanged"
"SL1344_2311",-0.116203747567593,7.33647214064939,0.167378995802198,0.693408406321472,0.745418356558892,"STM2342",NA,"Unchanged"
"SL1344_0672",0.128739768062548,3.0481693343195,0.209922345340344,0.69428598406602,0.746175818450625,"STM0690",NA,"Unchanged"
"SL1344_2936",-0.135072864995726,7.07385118869521,0.165281681890874,0.695291892592147,0.747070790695523,"STM2955",NA,"Unchanged"
"SroA",0.207618248644307,7.14305214331028,0.164838610301296,0.695676148624523,0.74729753614696,"SroA",NA,"Unchanged"
"SL1344_0753",0.120238961068323,7.0958966576953,0.163250961057631,0.696986280063578,0.748518499426009,"galE","-","Unchanged"
"SL1344_0566",-0.114420157626196,6.39277586428649,0.162411085472375,0.697720744398393,0.749120779326697,"nfnB","-","Unchanged"
"SL1344_1536",-0.0873327054280097,4.92387040052807,0.159677784903116,0.700012043519883,0.751268908117884,"STM1606",NA,"Unchanged"
"SL1344_3852",-0.09853329051451,7.14523835077972,0.15961256056526,0.700069775297611,0.751268908117884,"rbsK","-","Unchanged"
"SL1344_3479",0.0887536139889892,5.03165999048228,0.159120605945914,0.700505664881063,0.751549723525716,"gntT","-","Unchanged"
"SL1344_0312",0.0827385071618184,8.9671971503896,0.158864329973068,0.700733048555337,0.751606755710523,"pepD","-","Unchanged"
"SL1344_0568",-0.112360891072094,5.42334273038334,0.158522833574402,0.701036380257234,0.751745201200524,"ramR","-","Unchanged"
"SL1344_3882",-0.077863280524339,5.62351480393728,0.158324424486254,0.70121279205066,0.751747511159679,"rffH","-","Unchanged"
"SL1344_4310",0.122994569224728,6.78959289253738,0.158089202390829,0.701606572804479,0.751982796292801,"aidB","-","Unchanged"
"SL1344_1140",-0.0820760857650847,10.0527986607887,0.155692137693718,0.703565627851281,0.753895210767617,"ptsG","-","Unchanged"
"SL1344_4219",-0.0671234471920773,7.30752602737763,0.152629876911292,0.706332309845761,0.756671861106187,"gltP","-","Unchanged"
"STnc3030",0.178588288491699,3.52395089719038,0.152250796548969,0.706750453443503,0.756931841150763,"STnc3030","-","Unchanged"
"SL1344_1882",0.0876487071424547,5.9751813196133,0.149542025009663,0.709155154162404,0.759176707181002,"dcyD","-","Unchanged"
"SL1344_3058",0.182490402509638,3.74230318745329,0.149615130696702,0.709198453857079,0.759176707181002,"STM3082",NA,"Unchanged"
"SL1344_3953",-0.120881233581505,5.24393507390369,0.149179064199721,0.709489189287926,0.759299519371896,"glnL","-","Unchanged"
"SL1344_0041",0.082261168332674,7.76067568145138,0.148485655673672,0.710128655890635,0.759795392240129,"nhaR","-","Unchanged"
"SL1344_3078",0.0632527916723542,6.08542950319792,0.146911958185136,0.7115864079318,0.761166318824147,"yggV","-","Unchanged"
"SL1344_2613",-0.0777159852855289,6.74037494633638,0.145676088816757,0.712737597464031,0.762208724704965,"trxC","-","Unchanged"
"SL1344_2250",-0.109980476434136,4.89976378459746,0.144333894225368,0.71399426772284,0.763363388093267,"STM2281",NA,"Unchanged"
"SL1344_0488",0.0584497747173011,5.66921061729049,0.14398947908935,0.714317828568004,0.763519345281322,"ybaK","-","Unchanged"
"SL1344_1069",-0.163699996991383,5.36230975558693,0.14395816970301,0.714522450546313,0.763519345281322,"STM1131",NA,"Unchanged"
"SL1344_0819",0.152127766557446,2.89937542287649,0.143613985235424,0.714671097878067,0.763519345281322,"pflF","-","Unchanged"
"SL1344_0389",0.0864685476451438,5.2648731781795,0.141931829592923,0.716260294196676,0.765027707146437,"araJ","-","Unchanged"
"SL1344_4016",0.0522966481345091,7.25383909492975,0.141280990453101,0.716878089994645,0.765498039662598,"STM4067",NA,"Unchanged"
"SL1344_2997",-0.072437360186373,7.81631390709627,0.140192669520408,0.717914843163056,0.766415400496269,"yqeF","-","Unchanged"
"SL1344_0997",0.0564294841151352,8.81808977024508,0.1392161771009,0.718849030549042,0.767222839631016,"pepN","-","Unchanged"
"SL1344_2437",0.0754301592372712,7.391856768712,0.13808397152858,0.71993693087252,0.768152461770263,"tktB","-","Unchanged"
"SL1344_1497",0.104585813845708,6.55105741665806,0.138049202382686,0.720076160268647,0.768152461770263,"adhP","-","Unchanged"
"SL1344_0545",-0.137305457534767,3.09903918085908,0.136990089186058,0.720992902266957,0.768728002763872,"fimW","-","Unchanged"
"SL1344_1447",0.0710309918330433,4.58956714377451,0.136870209515424,0.721108922120715,0.768728002763872,"ydeD","-","Unchanged"
"SL1344_1040",-0.100074455607062,4.47879323726842,0.136827509656278,0.721150261285441,0.768728002763872,"hpaG","-","Unchanged"
"SL1344_3981",0.0803709507526233,7.20137897367149,0.135677736282282,0.722266199306537,0.769727367541601,"fdhE","-","Unchanged"
"STnc740",0.229913781394882,4.10674714884355,0.134892000132931,0.723200987462621,0.770533232875709,"STnc740","-","Unchanged"
"SL1344_1685",-0.0767968361264474,7.18666051119213,0.133676679135475,0.72422141088657,0.771429917670287,"ychK","-","Unchanged"
"STnc3530",-0.166663452169503,4.07675121444391,0.132498676967017,0.725483680186195,0.772583706818871,"STnc3530",NA,"Unchanged"
"SL1344_1696",0.141256347055986,6.7512591520781,0.132050134736185,0.725990189177691,0.772903871672459,"ychP","-","Unchanged"
"SL1344_1070",-0.0862268474358616,5.11074664106199,0.131726998160887,0.726142649950968,0.772903871672459,"STM1132",NA,"Unchanged"
"SL1344_0400",-0.0780067772094666,8.38531807269188,0.130703283335166,0.727157959909069,0.773722779726674,"tgt","-","Unchanged"
"SL1344_2310",0.137755311448071,6.13506193966675,0.130719115450587,0.727308383764805,0.773722779726674,"STM2341",NA,"Unchanged"
"SL1344_0596",-0.0779350326667471,9.22457229457635,0.130409603655793,0.727450068282659,0.773722779726674,"ahpC","-","Unchanged"
"SL1344_3014",-0.059678125410809,6.4990870524715,0.129757021176389,0.72810050944821,0.774223711550302,"STM3038",NA,"Unchanged"
"SL1344_2989",0.072773973788621,7.007414304868,0.128555465194717,0.729303033319348,0.775284758306396,"galR","-","Unchanged"
"SL1344_4471",0.0592993531494977,5.15688325558869,0.128401313501702,0.729457773288285,0.775284758306396,"STM4540",NA,"Unchanged"
"SL1344_4527",0.0771003140443632,5.15613261098215,0.127611883028868,0.730251883989238,0.775837330173557,"lasT","-","Unchanged"
"SL1344_0427",-0.0676230010785351,5.7788942369125,0.127380387307536,0.73048528360522,0.775837330173557,"thiJ","-","Unchanged"
"SL1344_1267",0.057417353358024,10.443665456004,0.127348742007417,0.730517207965923,0.775837330173557,"thrS",NA,"Unchanged"
"SL1344_0024",-0.122455863541174,2.8612042108937,0.126620192566784,0.731253437111992,0.776428089515416,"bcfD","-","Unchanged"
"SL1344_0380",-0.0506821850787894,5.8789974538525,0.125212902326397,0.732682429758114,0.777753937494219,"adrA","-","Unchanged"
"SL1344_0667",0.133008199678728,8.7874637220345,0.124305160937438,0.733770687025921,0.778717526157398,"nagE","-","Unchanged"
"SL1344_0261",-0.181309222750278,2.39668696337935,0.119715259992426,0.738354209035666,0.78338909438757,"sciB","SPI-6","Unchanged"
"SL1344_0098",0.0962684831233435,6.41156148280907,0.11808333727025,0.740163244175264,0.785115376290162,"polB","-","Unchanged"
"SL1344_0829",0.0779585154191804,6.92159407700151,0.116267877985228,0.741986421301648,0.786855806660597,"bssR","-","Unchanged"
"SL1344_2957",0.104617724369964,4.16974097448727,0.115794902971668,0.742489478911846,0.787195775872623,"fucK","-","Unchanged"
"SL1344_4397",0.108223772692788,3.23482877927248,0.114885018447669,0.743460505209298,0.788031601836097,"STM4467",NA,"Unchanged"
"SL1344_0483",-0.12945006826885,3.06228859937885,0.113957942511864,0.744454347799904,0.788891195384128,"aes","-","Unchanged"
"SL1344_1459",0.183280205835196,4.29581479740967,0.11385634422472,0.744717662579608,0.788976423469653,"STM1530",NA,"Unchanged"
"SL1344_3098",0.102585808414147,5.18860331523938,0.113286744050787,0.745176730552721,0.789228302125532,"STM3124",NA,"Unchanged"
"SL1344_0416",0.0612140166372476,7.4893715397846,0.11315268291799,0.745321303398103,0.789228302125532,"dxs",NA,"Unchanged"
"SL1344_3833",-0.087338916726105,10.1112879351218,0.111200803246998,0.747437239000335,0.791274662342932,"atpG",NA,"Unchanged"
"SL1344_1074",-0.0538254253637919,6.20193495046563,0.108534660098514,0.750361460796563,0.794128837240498,"ycdY","-","Unchanged"
"SL1344_2175",-0.0960074044636662,4.05141268510498,0.10840793227063,0.750501453275269,0.794128837240498,"STM2198",NA,"Unchanged"
"IsrK",-0.104028695778211,5.76406766098051,0.106963004633631,0.752196171969281,0.795601954686675,"IsrK",NA,"Unchanged"
"SLP1_0029",0.138945808703747,3.36608325369449,0.106820836919906,0.752262487984921,0.795601954686675,"traK","-","Unchanged"
"SL1344_0678",0.0652353244803032,5.4477655429068,0.105796337132308,0.753407054446949,0.796617164922582,"ybfF","-","Unchanged"
"SL1344_3148",-0.0474181786149788,7.77556310066177,0.10501061645844,0.754289061210949,0.797354327386433,"parC","-","Unchanged"
"SL1344_3693",-0.128638884817616,8.26897292198025,0.103646282994337,0.755975869628716,0.798941671136277,"rpmG","-","Unchanged"
"SL1344_0402",0.0564388926180278,9.14503313166991,0.1027142414406,0.756888161950436,0.799709902193039,"secD",NA,"Unchanged"
"SL1344_0441",0.0619608414040498,9.63859067211789,0.102388138013097,0.757259871801425,0.799906730399449,"tig","-","Unchanged"
"SL1344_0207",-0.0791289312584887,4.92539397815866,0.102002295517911,0.757700527955117,0.800176273585893,"btuF","-","Unchanged"
"SL1344_3744",-0.11122031624081,4.52278658471478,0.0996363995471143,0.760423034048054,0.802854862673349,"STM3778",NA,"Unchanged"
"SL1344_3221",-0.126374412068909,5.7162711121444,0.0982585855642615,0.762167433430478,0.804499708299262,"garRb","-","Unchanged"
"SL1344_2929",-0.0762175077969833,5.62114340422768,0.0978236587196916,0.762533399725741,0.80468911115872,"STM2950",NA,"Unchanged"
"SLP1_0026",0.146037993839515,3.33565860609076,0.0975881050695273,0.762809215225261,0.804783309973533,"trbD","-","Unchanged"
"SL1344_3980",0.102621228596429,5.01359369036723,0.0963989769763544,0.764207258530196,0.806061152395909,"STM4033",NA,"Unchanged"
"SL1344_0899",-0.0501509029050568,7.66088367563079,0.0945663139278418,0.766380720509694,0.808156056778006,"lolA",NA,"Unchanged"
"sRNA1",0.083370797699727,5.10369586163148,0.0923563338650441,0.76903285364475,0.81075457737621,"sRNA1","-","Unchanged"
"SL1344_1572",0.0665566608780053,4.24253295719473,0.0918662737454289,0.769625689458624,0.811181339927805,"acpD","-","Unchanged"
"SL1344_3626",-0.0777645415884585,5.45657506128566,0.0911383291162893,0.770509525309999,0.811724446496383,"xylA","-","Unchanged"
"SL1344_1551",0.139875659244161,2.09372368855734,0.0911319444143268,0.770517294483701,0.811724446496383,"STM1621",NA,"Unchanged"
"SL1344_4183",-0.051677561561609,6.19733946652556,0.0906545823076306,0.771099019985219,0.812118788426544,"alr-b","-","Unchanged"
"SL1344_0969",-0.0699324122284581,4.84445052686487,0.0905160770199632,0.771268121507545,0.812118788426544,"STM1031",NA,"Unchanged"
"SL1344_3380",0.0546565815918077,6.22315914323594,0.0898416076125316,0.772093625342876,0.81278962902127,"yhdN","-","Unchanged"
"SL1344_1535",-0.0610467219572668,5.01471287162047,0.0868855219860667,0.77575247022883,0.81634348361108,"ydcN","-","Unchanged"
"SL1344_3834",-0.0602911671116791,11.1395967430792,0.0868090655348816,0.775848002504736,0.81634348361108,"atpA",NA,"Unchanged"
"SL1344_0845",-0.0606503364678644,3.81811222879926,0.0865351243608591,0.776190671108863,0.816504890310567,"STM0869",NA,"Unchanged"
"SL1344_2259",-0.0700398775871328,4.94906384333083,0.0844873545847852,0.778771238403847,0.819019776322329,"yfaV","-","Unchanged"
"SL1344_4499",-0.0777461573340388,4.64516169911543,0.0836515034304835,0.779834395788891,0.819937992550152,"stjB","-","Unchanged"
"SL1344_3165",-0.070418369595846,3.87449918557902,0.0834230736560579,0.780125955588575,0.820044681386236,"assT","-","Unchanged"
"SL1344_0846",0.0549577684670395,6.65564634716779,0.0830171462403061,0.78064514563617,0.820257132054475,"STM0870",NA,"Unchanged"
"SL1344_4514",-0.0420582234521951,6.70928120111379,0.0829678107403319,0.780708341264644,0.820257132054475,"creA","-","Unchanged"
"SL1344_0324",0.0927559155057751,2.60578396018157,0.0826759741508825,0.781082585826494,0.820450517471511,"leuC2","-","Unchanged"
"SL1344_1049",-0.084148761020601,2.68000332064945,0.0812340056540788,0.782942404163155,0.822203878179126,"STM1110",NA,"Unchanged"
"SL1344_2977",-0.0948368092602666,2.58814305171453,0.0810410320046846,0.783192659355786,0.822266520433404,"comO","-","Unchanged"
"SL1344_2399",0.0875183117592293,4.30538550130839,0.0800611333030326,0.784468467779175,0.823339502632827,"ptsJ","-","Unchanged"
"SL1344_0540",-0.10771001025955,3.09922264319657,0.0798208810398685,0.784782568081003,0.823339502632827,"fimH","-","Unchanged"
"SL1344_2754",-0.0864171903857233,2.92101192243579,0.0798173315008234,0.784787212523455,0.823339502632827,"STM2769",NA,"Unchanged"
"SL1344_1268",0.0437812407141937,11.6167197147186,0.0796654164601807,0.784986093319084,0.82334792282483,"infC",NA,"Unchanged"
"SL1344_0864",0.0433531798967595,7.05124029904848,0.0793766241455767,0.785364738194245,0.823539294687558,"artM","-","Unchanged"
"SL1344_0397",-0.0435505744131962,9.38692397944363,0.0790902640111879,0.785740935208796,0.823539294687558,"tsaA","-","Unchanged"
"SL1344_3770",-0.0533963659360541,5.22985132608732,0.0790481220389672,0.785796360482377,0.823539294687558,"dsdA","-","Unchanged"
"SL1344_1975",-0.0967920756750329,2.72925414228212,0.0789449309979334,0.785932145625562,0.823539294687558,"SL1344_1975","-","Unchanged"
"SL1344_4427",0.0397997116711606,5.92347760092271,0.0762376184470936,0.789529672310453,0.827108063707453,"STM4498",NA,"Unchanged"
"SL1344_2329",-0.103498801271012,3.26086068969636,0.156479371901313,0.792980331704713,0.830521279673254,"STM2360",NA,"Unchanged"
"SL1344_0842",0.0646114284725469,5.59909709817511,0.073336488437232,0.793462540724892,0.830824611817277,"mdfA","-","Unchanged"
"SL1344_1493",-0.0624407796699695,6.81463161223499,0.0727264993796772,0.794300122355164,0.831499812628046,"osmC","-","Unchanged"
"SL1344_0465",-0.0444182882327151,7.32496041653301,0.071326056437957,0.796237561859917,0.833253965083321,"maa","-","Unchanged"
"SL1344_1841",0.0566696302687632,6.05030155479456,0.0712365394022436,0.796362099684408,0.833253965083321,"yecP","-","Unchanged"
"SL1344_2351",-0.0565633014944562,5.32511416413221,0.0701487149769046,0.797882301277808,0.834642155119414,"yfcA","-","Unchanged"
"ChiX",0.162090048840978,11.9440759408451,0.0690761483213207,0.799511635211032,0.836143804678883,"ChiX",NA,"Unchanged"
"RyeC",-0.191411315256453,9.56386638613204,0.0687983630353551,0.799904874627035,0.836352309534907,"RyeC",NA,"Unchanged"
"SL1344_2075",-0.0537222880580588,8.01882207658281,0.0665573775765127,0.802993349575217,0.839378073677608,"galF","-","Unchanged"
"SL1344_4320",-0.0636398826213743,3.57779755982946,0.066029311868127,0.803757267375157,0.839973074480723,"sgaU","-","Unchanged"
"SL1344_3265",-0.043551365847011,7.5893823589281,0.0658102962855087,0.804075064921871,0.84000769305657,"glmM",NA,"Unchanged"
"SL1344_2524",0.0381888134504445,6.84107684305255,0.0657381835321635,0.804179826686053,0.84000769305657,"yfhA","-","Unchanged"
"SL1344_2906",0.0352898303824499,7.10824927584744,0.0650162842692101,0.805231982330934,0.840903115898245,"surE","-","Unchanged"
"SL1344_2557",-0.0775974536765577,3.31309755305557,0.0647835130446079,0.805572577257632,0.841055202877402,"STM2593",NA,"Unchanged"
"SL1344_0975",-0.080395111745186,3.67436732733049,0.0644346218672235,0.806084312026748,0.841208670431374,"STM1036",NA,"Unchanged"
"SL1344_3113",-0.0485003127169314,6.96091169091062,0.0644174341417511,0.806109560399467,0.841208670431374,"gsp","-","Unchanged"
"SL1344_3075",0.0471625704123065,6.21833662749398,0.0621408631809893,0.809486266113002,0.844509895667405,"yggS","-","Unchanged"
"SL1344_1667",0.064301338889612,4.94064866207103,0.0620218727875182,0.809664563857299,0.844509895667405,"yciA","-","Unchanged"
"SL1344_0252",-0.0822678654294337,3.67956434652256,0.0613457467680917,0.810681174782275,0.84536586608913,"STM0257",NA,"Unchanged"
"SL1344_0174",0.0922909128514974,5.71710783882353,0.0603089079521273,0.812361661838381,0.846885054831806,"yadH","-","Unchanged"
"SL1344_1701",0.0447881378926781,6.53112061671033,0.0601258445050513,0.812530654137424,0.846885054831806,"ychA","-","Unchanged"
"SL1344_4043",0.050947058349846,6.81684727097421,0.058334561311568,0.815283057941594,0.849548577768125,"cytR","-","Unchanged"
"STnc3160",0.0750525489785482,2.72749259293115,0.0568627694427709,0.817578424566282,0.851734683308124,"STnc3160",NA,"Unchanged"
"SL1344_0675",-0.0389136008540195,8.4566531126636,0.0564431916084,0.81823856171307,0.852216599524429,"fur","-","Unchanged"
"SL1344_1486",-0.0535319015367428,4.43936781170814,0.0560938957021092,0.818790114136016,0.852420661887657,"STM1556",NA,"Unchanged"
"STnc780",0.0803506610901117,6.61700457856082,0.0561357595580598,0.818829676138723,0.852420661887657,"STnc780","-","Unchanged"
"SL1344_0798",0.0356730683418096,6.13961048283619,0.0547772571465921,0.820885712970342,0.854208365001783,"ybiB","-","Unchanged"
"SL1344_1022",0.0372465237783086,5.52831899569139,0.0547415294110527,0.820942948840379,0.854208365001783,"STM1082",NA,"Unchanged"
"SL1344_4404",0.0750705165203028,4.99263657056614,0.0540434053697119,0.822065346550005,0.855169979507288,"yjgN","-","Unchanged"
"SL1344_0064",-0.0614656673318631,2.87444729574079,0.0528962000040042,0.823926570944016,0.856728831018083,"citG2","-","Unchanged"
"SL1344_2777",-0.0535723468541372,6.03862258983817,0.0528750781744625,0.823961038454805,0.856728831018083,"gabP","-","Unchanged"
"SLP1_0054",0.0324198206687373,8.02038931985768,0.0504416045599261,0.827982030220212,0.860408465277064,"parB","-","Unchanged"
"SL1344_1596",0.0632217928960307,4.36552333911434,0.0503741213113997,0.828094982804495,0.860408465277064,"STM1665",NA,"Unchanged"
"SL1344_2468",-0.0360538097605381,7.16551460191292,0.0503562767627109,0.828124864137666,0.860408465277064,"STM2506",NA,"Unchanged"
"SL1344_1411",0.0670809814011972,4.89313613603046,0.0502531172198486,0.828297718195561,0.860408465277064,"tqsA","-","Unchanged"
"SL1344_3524",0.0791284397326935,4.69383168502976,0.0480876580420827,0.831970334595191,0.864015412480418,"kil","-","Unchanged"
"SL1344_3843",0.0530661643467291,4.92259620446297,0.0472381895978743,0.833434795788022,0.865305268675388,"asnCb","-","Unchanged"
"SL1344_3546",0.033897216500112,6.47968635507795,0.0471350692482202,0.833613513355334,0.865305268675388,"yhhS","-","Unchanged"
"SL1344_4511",-0.0545751833030193,4.56555541701762,0.0466593504305382,0.83444065696148,0.865955495340829,"yjjX","-","Unchanged"
"SL1344_0940",0.126730577241416,2.77515780051744,0.0461751997707219,0.835346020861898,0.866686564213138,"STM1003",NA,"Unchanged"
"SL1344_1686",-0.0445999804257547,5.53711086121915,0.0453315826454071,0.836773031077302,0.867958368854888,"ychJ","-","Unchanged"
"SL1344_0741",-0.0615321406467022,3.46664719625363,0.0451349049892404,0.837121555852236,0.868111151910227,"STM0764",NA,"Unchanged"
"STnc1380",-0.0737113879619845,4.80034763577511,0.0442110025528858,0.838769540903212,0.869611102969588,"STnc1380","-","Unchanged"
"SL1344_0058",0.0635944966317181,2.46315002492845,0.0434944318263727,0.841953440770192,0.872702341057811,"STM0057",NA,"Unchanged"
